,ID,SharePointID,ProjectColor,ProjectName,ProjectType,CreateDate,CreatedBy,PlanStartDate,PlanFinishDate,StatusDate,ProjectDescription,DollarAmount,Status,WorkPerformedFor,RefrenceNumber,ProjectStage,CancelationReason,BuyerName,Hours,SensitivityIndicator,Division_x,SourcingCategory,ActualFinishDate,Unit,SLA,Planned,SolicitationStatus,LastUpdatedBy,LastUpdateDate,LastUpdatedField,CategoryID_x,FedReview,ITComponent,SolicitationNum,Grouping,CommodityCategory,SizeOfSpend,MultiAgency,BusinessProcessImpact,TechChange,PublicSafety,MarketRisk,Sensitivity,Leveragability,BuyerInitials,Score,LevelCalc,Division_y,CategoryID_y
4944,8812,8812,Green,CN - 071B6200168 -  Medicaid Management Information Systems,CN,2019-05-13,calahanh,2019-05-13,2019-07-23,2019-05-14,"CN 29: Effective 5/1/2019, reduce contract by $4,091,075.00 ($1,725,185 re: Operational Services and $2,365,890 for 7.5% retroactive labor rate reduction). September 2019 enhancements to be performed in October 2019.",4091075.0,CN 29 completed 5/13/2019.,391,071I5200190,Complete,0.0,JAB,0.0,False,IT,"IT Services, Other",2019-05-14,0.0,50,No,N/A,barronj1,2019-06-11 11:32:25,", Actual Finish Date, Project Stage",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4945,8823,8823,Green,"CN -Add CN 01: ""Effective 5/1/2019, the parties reduce the contract by $134,227, reflecting reducing the MICSES team by one Database
Administrator ($64,000 cost reduction, last working day of 5/31/2019) and one Configuration Manager ($70,227 cost reduction,
CN - 19*0285 - Technical Control Support (TCSS)",CN,2019-05-17,calahanh,2019-05-17,2019-07-29,2019-05-20,"Add CN 01: ""Effective 5/1/2019, the parties reduce the contract by $134,227,  reducing the MICSES team one Database
Administrator ($64,000) and one Configuration Manager ($70,227)",0.0,Project created in PPM tool in error.,491,19*0285,Canceled,3.0,JAB,0.0,False,IT,"IT Services, Other",2019-05-20,0.0,50,No,N/A,barronj1,2019-05-20 15:58:54,", Project Stage, Actual Finish Date",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4946,9073,9073,Green,071B7700198 - CSG Government Solutions - IV&V,CN,2019-06-10,calahanh,2021-04-13,2021-06-21,,"MDOS let contract expire on 8/21/19, did not want option years.",0.0,assigned to analyst,231,,Canceled,5.0,CM1,0.0,False,IT,"IT Services, Other",,0.0,50,Yes,N/A,BronzJ,2019-11-21 11:06:06,", Description",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4947,9074,9074,Green,071B7700198 - CSG Government Solutions - IV&V,CN,2019-06-10,calahanh,2021-11-05,2022-04-21,,"MDOS let contract expire on 8/21/19, did not want option years.",2500000.0,assigned to analyst,231,,Canceled,5.0,CM1,0.0,False,IT,"IT Services, Other",,0.0,50,Yes,N/A,BronzJ,2019-11-21 11:06:01,", Project Stage, Description",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4948,9162,9162,Green,UIA FileNet migration,RFP,2019-07-01,baldwins,2019-07-01,2020-01-20,2019-07-12,UIA is seeking a vendor to assist with the migration of IBM FileNet Image Services (IS) 4.1 environment to IBM P8 FileNet environment.,1000000.0,"7/12/2019, Emailed Terry Mead, he is the contract administrator/PM for this pre-qual program.",186,RQNIT1 - 171-190000002082,Canceled,3.0,CM1,120.0,False,IT,"IT Services, Other",,0.0,138,No,New Bid,baldwins,2019-07-17 10:28:24,", Project Stage",0.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4949,9168,9168,Green,071B4300022 - Kunz Leigh & Associates - Enterpirse Support Services MIRS,CN,2019-07-03,baldwins,2019-07-03,2019-09-12,2019-08-27,2020 Pricing for all agencies on the contract,813500.0,8/27/2019 - CN completed on 8/27.,001,19*2363,Complete,0.0,MW,12.0,False,IT,"IT Services, Other",2019-08-27,0.0,50,No,N/A,weissM,2019-08-28 08:40:29,", Project Stage",0.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4950,9254,9254,Green,071B3200088 – Intl Consulting Acquisition Corp – Maintenance Modernization Conultant,CN,2019-08-09,baldwins,2019-08-09,2019-10-18,2019-10-01,Cost reductions,0.0,CN 17 signed 9/25/19. GR approved 10/1/19.,491,GR 171-190000002584,Complete,0.0,JAB,12.0,False,IT,"IT Services, Other",2019-09-25,0.0,50,No,N/A,barronj1,2019-10-01 09:35:35,", Project Stage",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4951,9363,9363,Green,"071B4300022 - KL&A - Enterprise Support Services for MIRS, RPS/ARS",CN,2019-09-12,baldwins,2019-09-05,2019-11-21,2019-09-16,Enhancements per attached Statement of Work. The requested enhancements impact external software project dependencies and client requested functionality.,45430.0,9/16/2019 - CN completed on 9/16.,001,GR 171-190000002742,Complete,0.0,MW,12.0,False,IT,"IT Services, Other",2019-09-16,0.0,50,No,N/A,weissM,2019-09-16 12:22:35,", Project Stage",0.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4952,9375,9375,Green,071B4300110 - HTC - Maintenance and support,CN,2019-09-13,baldwins,2019-09-13,2019-11-22,2019-09-13,"$91,430.00 per Attachment 1:  Payment Schedule in the attached - funding to be added to the MA",91430.0,send to the vendor 9/13 complete 9/13,491,GR 171-190000002845,Complete,0.0,MDB,12.0,False,IT,"IT Services, Other",2019-09-13,0.0,50,No,N/A,breenm,2019-09-16 08:14:13,", Project Stage",0.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4953,9468,9468,Green,071B4300022 - KL&A - VMS Change Request,CN,2019-10-16,BronzJ,2019-10-17,2020-01-03,2019-11-12,New SOW and add funds for DNR Forestry VMS system,269415.0,11/12/2019 - CN completed on 11/12/2019,001,Gr# 200000000054,Complete,0.0,MW,12.0,False,IT,"IT Services, Other",2019-11-12,0.0,50,No,N/A,weissM,2019-11-12 15:18:15,", Actual Finish Date, Status Date, Status, Project Stage",0.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4954,9485,9485,Green,071B5500098 - EGLE Solutions Software Support & Enhancements,CN,2019-10-22,BronzJ,2019-10-23,2020-01-09,2019-10-30,"Zero dollar CN using existing funds. Add Statement of Work for Maintenance, hosting and enhancement software services for EGLE.",0.0,Completed zero-dollar CN 03 on 10/30/2019.,761,GR - 200000000076,Complete,0.0,JAB,0.0,False,IT,"IT Services, Other",2019-10-30,0.0,50,No,N/A,barronj1,2020-05-04 08:53:56,,0.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4955,9504,9504,Green,ULE - 071B1300080 - Pitney Bowes - Universal Addressing Software,CN,2019-10-24,gibrilm,2019-12-12,2020-02-27,2020-09-22,contract expires 9/30/2020. Useful Life Extension,290942.09,"Internal GR approved  3/30/20. 
Meeting with AS and Agency 7/27. 1 year ULE with option years to be exercised. Detailed breakdown of quote received 7/28.

Ad Board approved 9/24/2020.",491,GR 171-200000000809,Complete,0.0,MJ7,140.0,False,IT,"IT Services, Other",2020-09-24,0.0,50,Yes,N/A,MayJ,2020-09-24 15:48:58,", Actual Finish Date, Project Stage",137.0,True,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4956,9505,9505,Green,071B1300107 - Multiagency Sybase Maintenance and Support,RFP,2019-10-24,gibrilm,2019-12-25,2020-09-30,2020-06-03,Useful Life Extension - Duplicate?,0.0,6/3/2019 -  This will be covered under a ULE/ CN,001,,Canceled,3.0,MW,140.0,False,IT,"IT Services, Other",,0.0,138,Yes,Re-Bid,weissM,2020-06-03 10:42:09,", Project Stage, Status",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4957,9513,9513,Green,071B2200257 - Unisys - Remittance Processor Development,RFP,2019-10-24,gibrilm,2021-08-30,2022-02-27,2019-10-24,contract expires 10/27/2020,0.0,Planned project created,171,,Planned,0.0,KAT,140.0,False,IT,"IT Services, Other",,0.0,138,Yes,New Bid,BronzJ,2021-06-11 09:33:49,", Analyst",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4958,9517,9517,Green,"071B3200106 - Cable Materials & Installation, Voice & Data",RFP,2019-10-24,gibrilm,2019-10-30,2020-08-05,2020-03-10,071B3200106,0.0,Planned project created notified Agency contact to what was the plan contract expires mid August paperwork forthcoming submitted request for approval this is a duplicate of 10029,171,,Canceled,3.0,MDB,140.0,False,IT,"IT Services, Other",,0.0,138,Yes,Re-Bid,breenm,2020-03-10 12:04:26,", Status, Project Stage",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4959,9531,9531,Green,180000000255 - Emphasys Computer Solutions - Maintenance and support of a COTS solution for inf,CN,2019-10-24,gibrilm,2019-11-29,2020-09-04,2020-05-20,Was contract 071B8200293. Expires 9/4/2020.  Remaining options through 9/4/2022. Exercise options.,655408.62,CN 06 was completed 5/20/2020.,085,GR# 200000001725,Complete,0.0,JAB,140.0,False,IT,"IT Services, Other",2020-05-20,0.0,50,Yes,N/A,barronj1,2020-05-20 11:26:18,", Project Stage",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4960,9534,9534,Green,071B9200124 - Hostings/Infras Serv and CMS Solution,RFP,2019-10-24,gibrilm,2020-03-26,2020-12-31,2020-06-26,071B9200124 - Option Year?,0.0,6/26/2020 - Duplicate,001,,Canceled,3.0,MW,140.0,False,IT,"IT Services, Other",,0.0,138,Yes,Re-Bid,weissM,2020-07-01 12:57:38,", Status, Project Stage",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4961,9574,9574,Green,071B5500098 - Windsor Solutions - Pre-qual Program Software Modernization,CN,2019-11-01,gibrilm,2021-10-08,2021-12-14,2021-12-14,071B5500098. Expires 12/14/2021.  Take option.,0.0,Analyst has received signatures and needs to close the CN in Sigma 12/8/2021,761,GR# 220000000041,Complete,0.0,SRP,,False,IT,"IT Services, Other",2021-12-14,0.0,50,Yes,N/A,PlatteS,2021-12-14 08:52:50,", Actual Finish Date, Status Date, Project Stage",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4962,9575,9575,Green,071B5500101 - Print & Mail Services Job Tracking System,CN,2019-10-24,gibrilm,2020-01-21,2020-03-31,2020-01-30,Option year,40706.8,Planned project created contract expires 6/1/2020 Kristen hampton rec'd GR 1/16/20 sent CN to vendor 1/27/2020 complete 1/30,171,,Complete,0.0,MDB,12.0,False,IT,"IT Services, Other",2020-01-30,0.0,50,Yes,N/A,baldwins,2020-01-31 10:43:36,", Finish Date, Finish Date, Finish Date",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4963,9619,9619,Green,"190000000986 - KL&A - Custom software for MSP 911 Office 
maintenance and support for the system.",CN,2019-10-24,gibrilm,2022-04-04,2022-06-10,2020-06-09,190000000986. Expires 7/14/2022. Take option,0.0,Planned project created,551,,Planned,0.0,JAB,12.0,False,IT,"IT Services, Other",,0.0,50,Yes,N/A,BronzJ,2021-10-07 11:22:10,", Project Name",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4964,9628,9628,Green,Pre-Qual Program Development of Mobile Apps,CN,2019-10-24,gibrilm,2020-03-22,2020-05-31,2019-10-24,,0.0,Planned project created,491,,Canceled,3.0,MDB,12.0,False,IT,"IT Services, Other",,0.0,50,Yes,N/A,baldwins,2020-05-26 11:41:28,", Project Stage, Project Stage",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4965,9650,9650,Green,190000001389 - SAP maintenance and operational support,CN,2019-10-31,BronzJ,2019-10-04,2020-01-21,2019-11-06,staff augmentation services and add funds.,183540.0,11/6/2019 - CN completed on 11/6/2019.,271,GR - 200000000245,Complete,0.0,MW,0.0,False,IT,"IT Services, Other",2019-11-06,0.0,50,No,N/A,weissM,2019-11-06 14:47:55,", Status, Actual Finish Date, Project Stage",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4966,9665,9665,Green,HTC - MiAIMS System Maintenance & Enhancements,ITN,2019-11-05,BronzJ,2019-11-05,2020-03-11,2020-03-24,MiAIMS System & Maintenance & Enhancements - ITN,0.0,"Readiness Document submitted to CP 2/18/20.

Next steps to be determined by MPHI Contract Migration Team. Meeting to discuss the week of 3/23.",491,,Canceled,5.0,MJ7,0.0,False,IT,"IT Services, Other",,0.0,138,No,New Bid,MayJ,2020-06-02 11:34:23,,137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4967,9697,9697,Green,071B4300022 - KL&A - MiCaRS,CN,2019-11-18,baldwins,2019-11-08,2020-01-28,2020-02-27,Add SOW to remove the interim step of processing payment information necessary to build Wellogic invoices through SMILE and instead utilize the Web Services that are available in MiCaRS.,18240.0,2/27/2020 - CN completed on 2/27/2020.,761,GR 171-20*557,Complete,0.0,MW,12.0,False,IT,"IT Services, Other",2020-02-27,0.0,50,No,N/A,weissM,2020-02-27 16:22:29,", Status, Status Date, Actual Finish Date, Project Stage",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4968,9711,9711,Green,CN - 071B6600075-LCPTRACKER.,CN,2019-11-21,calahanh,2020-11-30,2021-02-12,,Contract already extended 4/14/2022.,0.0,project created,591,,Canceled,5.0,CM1,0.0,False,IT,"IT Services, Other",,0.0,50,Yes,N/A,BronzJ,2020-03-03 13:39:47,", Description, Project Stage, Description",137.0,False,True,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4969,9712,9712,Green,Prevailing Wage and Labor Compliance Software ITN,ITN,2019-11-21,calahanh,2021-07-27,2021-11-22,2022-03-24,071B6600075 contract expries 4/14/2022 (LCP Tracker),0.0,"3/24/2022, Vendor reviewing Contract draft.",591,RQNIT1# 210000002984,Active,0.0,CM1,0.0,False,IT,"IT Services, Other",,0.0,138,Yes,New Bid,martinC,2022-03-24 10:39:01,", Status Date, Status",137.0,False,True,ITN# 220000000009,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4970,9726,9726,Green,Digital Incident Response System,RFP,2019-11-21,reganS,2021-03-19,2021-10-02,2021-08-31,Contract 071B5500041 expires on 2/2/2022,0.0,Contract owner is letting this contract expire. These services are now covered under FireEye Contract #190000001531.,171,,Complete,0.0,KAT,0.0,False,IT,"IT Services, Other",2021-08-31,0.0,138,Yes,New Bid,TrumbleK,2021-08-31 09:21:17,", Project Stage",137.0,False,True,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4971,9733,9733,Green,CN-071B3200041 - Cyber Defense Technologies,CN,2019-11-21,reganS,2021-07-09,2021-09-17,2019-12-02,contract expires 11/17/2021.  Determine if option year will be exercised.,0.0,this is an evergreen 99 one year options,171,,Planned,0.0,KAT,0.0,False,IT,"IT Services, Other",,0.0,50,Yes,N/A,BronzJ,2021-06-11 09:31:53,", Analyst",137.0,False,True,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4972,9754,9754,Green,071B3200100 - CGI - MAGI Eligibility Determination Service,CN,2019-11-21,calahanh,2020-03-03,2020-08-20,2020-01-31,parties agreed to put this project out for bid,0.0,"Jarrod negotiating SLA for 1 option year.  Currently, contract is being extended on a monthly basis.",491,,Canceled,3.0,MM9,0.0,False,IT,"IT Services, Other",,0.0,50,Yes,N/A,BronzJ,2020-02-06 09:36:21,", Project Stage",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4973,9756,9756,Green,071B4300065 - Accuity - Assett Verification Service,CN,2019-11-21,calahanh,2022-05-17,2022-07-25,,determine if option years will be executed.  Contract expires 9/30/2022.,0.0,,491,,Planned,0.0,MM9,0.0,False,IT,"IT Services, Other",,0.0,50,Yes,N/A,BronzJ,2020-05-15 13:48:11,", Finish Date",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4974,9776,9776,Green,"071B7700014 - Northpointe - Licensing, Maintenance & Support for the Correctional Offender Management Profiling for Alternative Sanctions (COMPAS) SUITE",CN,2019-11-22,calahanh,2022-05-23,2022-07-31,,determine if option years will be exercised.  Contract expires 9/30/2022,0.0,,472,,Planned,0.0,SR1,0.0,False,IT,"IT Services, Other",,0.0,50,Yes,N/A,BronzJ,2020-05-12 09:54:10,", Analyst",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4975,9778,9778,Green,071B6600001 - Fieldware LLC - Telephone Reoprting & Supervison Fees,CN,2019-11-22,calahanh,2022-05-21,2022-07-31,,determine if option years will be executed - contract expires 9/30/2022,0.0,,472,,Planned,0.0,SR1,0.0,False,IT,"IT Services, Other",,0.0,50,Yes,N/A,BronzJ,2020-05-12 09:53:45,", Analyst",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4976,9780,9780,Green,071B6600001 - Fieldware LLC - Telephone Reoprting & Supervison Fees,CN,2019-11-22,calahanh,2022-05-21,2022-07-31,,determine if option years will be executed - contract expires 9/30/2022,0.0,,472,,Planned,0.0,SR1,0.0,False,IT,"IT Services, Other",,0.0,50,Yes,N/A,BronzJ,2020-05-12 09:53:27,", Analyst",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4977,9781,9781,Green,071B6600001 - Fieldware LLC - Telephone Reoprting & Supervison Fees,CN,2019-11-22,calahanh,2022-05-21,2022-07-31,,determine if option years will be executed - contract expires 9/30/2022,0.0,,472,,Planned,0.0,SR1,0.0,False,IT,"IT Services, Other",,0.0,50,Yes,N/A,BronzJ,2020-05-12 09:53:38,", Analyst",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4978,9823,9823,Green,	Career and Technical Ed Program,RFP,2019-12-03,baldwins,2019-12-03,2020-05-27,2020-06-10,"Web application development, support, and training ($ amount based on 1year base, and  one year options",4765360.0,Meeting with AG and vendor on license 4/22 synopsis to be reviewed by team by 5/2/20.  Buyer finalizing contract week of 6/8/20. Ad Board is scheduled for 6/9/20. Contract being reviewed by team due noon 6/11 complete 6/15/2020,313,RQNIT1 - 171-200000001002,Complete,0.0,MDB,144.0,False,IT,"IT Services, Other",2020-06-15,0.0,138,No,N/A,breenm,2020-06-22 11:02:37,", Project Stage",137.0,False,True,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4979,9846,9846,Green,071B5500113 - Deloitte Consulting - Case Management - Salesforce,CN,2019-12-06,reganS,2022-08-24,2022-11-01,,Determine if option years will be exercised.  Contract expires 12/31/2022.,0.0,Planned,171,,Planned,0.0,MM9,0.0,False,IT,"IT Services, Other",,0.0,50,Yes,N/A,BronzJ,2020-12-07 08:46:37,", Status",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4980,9847,9847,Green,180000000065 - Gartner Group Inc,CN,2019-12-06,reganS,2020-05-20,2020-07-30,2020-05-28,Determine option year. Contract expires 9/30/2020,0.0,5/28/2020 - Researching if option year will be executed.,001,,Canceled,3.0,MW,0.0,False,IT,"IT Services, Other",,0.0,50,Yes,N/A,weissM,2020-06-03 10:44:26,", Project Stage",137.0,False,True,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4981,9939,9939,Green,071B4300110 - HTC - Software Modernization,CN,2020-01-15,BronzJ,2020-01-16,2020-03-27,2020-02-27,Changes to OBRA web system,797160.0,Exercised 2nd option year and addeded funds.,491,GR# 200000000745,Complete,0.0,MM9,0.0,False,IT,"IT Services, Other",2020-03-02,0.0,50,No,N/A,MartinM,2020-03-02 15:55:16,", Project Stage",137.0,True,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4982,9950,9950,Green,071B7700024 - Legal Files Software - Maintenance and Support,CN,2020-01-21,reganS,2021-05-18,2021-07-28,2021-09-10,Determine if option years will be exercised.  Contract expires 9/30/2020.,0.0,,001,,Canceled,3.0,CM1,0.0,False,IT,"IT Services, Other",,0.0,50,Yes,N/A,BronzJ,2021-09-10 15:07:56,", Project Stage",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4983,9991,9991,Green,Accenture,CN,2020-02-04,calahanh,2020-02-05,2020-04-14,,negotigate cost reductions,0.0,"Per Nathan Buckwalter on 2/19/20, we will place this on hold until further instructed.",491,,On Hold,0.0,MJ7,0.0,False,IT,"IT Services, Other",,0.0,50,No,N/A,MayJ,2020-02-20 13:54:40,", Project Stage, Status",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4984,9999,9999,Green,071B4300022 - KL&A - MiCARS,CN,2020-02-05,baldwins,2020-01-24,2020-04-03,2020-03-18,Integrating a FOIA system.,0.0,"3/18/2020 - MDOS obtained a quote from KL&A, 3/5/2020 and is deciding whether to move forward or not.",231,,Canceled,5.0,MW,12.0,False,IT,"IT Services, Other",,0.0,50,No,N/A,weissM,2020-11-09 16:44:24,", Project Stage",137.0,False,True,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4985,10096,10096,Green,071B4300022 - KL&A - Enterprise Support Services,CN,2020-03-06,BronzJ,2020-03-09,2020-05-15,2020-05-13,MiCaRS/ MICO enhancements: Replace the current Retail Sales System (RSS) with Mi Connect Outdoors (MICO) for the processing of receipt voucher reversals,18240.0,5/13/2020 - CN 35 completed on 5/13/2020,751,GR 171-200000001661,Complete,0.0,MW,0.0,False,IT,"IT Services, Other",2020-05-13,0.0,50,No,N/A,weissM,2020-05-13 09:51:37,", Status, Status Date, Actual Finish Date, Project Stage, Dollar Amount",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4986,10097,10097,Green,071B4300022 - KL&A - Enterprise Support Services,CN,2020-03-06,BronzJ,2020-03-09,2020-05-15,2020-04-22,MiFI Enhancements to Support VMS Amendments & VMS Final Harvested Volumes,22500.0,4/22/2020 - DNR put CN on hold due to Covid-19 budget constraints.,751,,On Hold,0.0,MW,0.0,False,IT,"IT Services, Other",,0.0,50,No,N/A,weissM,2020-04-22 09:13:33,", Status, Status Date, Project Stage",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4987,10204,10204,Green,071B4300022 - KL&A - MiCARS,CN,2020-04-15,BronzJ,2020-04-16,2020-06-25,2020-04-27,Wellogic/ MiCaRS Integration Contract 071B4300022,28380.0,4/27/2020 - Spoke with vendor on 4/27 and their work was incorporated into the contract under CN 34. This GR was intended for the Wellogic contract and not KL&A 071B4300022. Stakeholder will recall GR and resubmit it under the Wellogic contract.,761,GR# 200000001182,Canceled,3.0,MW,0.0,False,IT,"IT Services, Other",,0.0,50,No,N/A,weissM,2020-04-27 15:32:37,", Status, Project Stage, Status, Status",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4988,10214,10214,Green,071B4300022 - KL&A – MiCaRS,CN,2020-04-22,baldwins,2020-04-17,2020-06-26,2020-07-17,"Stop Work Order on 1. Release 9 (Previously Release 8), Timber Permits 2. Release 10 (Previously Release 9), Customer Portal",0.0,7/17/2020 - Stop Work Order issued on 4/20/2020 for 90 days. CN 36 was completed on 7/17.,751,GR 171-200000001716,Complete,0.0,MW,12.0,False,IT,"IT Services, Other",2020-07-17,0.0,50,No,N/A,weissM,2020-07-17 11:39:18,", Project Stage",137.0,False,True,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4989,10315,10315,Green,071B5500098 - Windsor Solution Inc. - Maintenance & Support,CN,2020-05-29,BronzJ,2020-05-29,2020-08-07,2020-06-09,Integrate WellLogic with MiCARS,28380.0,CN 05 completed 6/9/2020.,761,GR 171-200000001182,Complete,0.0,JAB,0.0,False,IT,"IT Services, Other",2020-06-09,0.0,50,No,N/A,barronj1,2020-06-09 13:24:13,", Project Stage",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4990,10407,10407,Green,071B4300022 - KL&A – MiCaRS,CN,2020-06-30,baldwins,2020-06-18,2020-08-27,2020-09-25,Under CN 28 KL&A built a FOIA system for MSP and now KL&A is interested in selling this application to others entities. MSP would like to explore options and forms of compensated for KL&A’s uses of the State’s intellectual property.,0.0,9/25/2020 - CN 37 completed on 9/24/2020,551,GR# 200000002843,Complete,0.0,MW,12.0,False,IT,"IT Services, Other",2020-09-24,0.0,50,No,N/A,weissM,2020-09-29 14:45:14,", Project Stage",137.0,False,True,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4991,10442,10442,Green,071B5500098 - Windsor Solutions Inc. - Pre-qual Program Software Modernization,CN,2020-07-14,BronzJ,2020-07-14,2020-09-22,2020-11-05,Add BeachGuard License agreement,0.0,Cancelled per agency request 11/10/2020.,761,,Canceled,5.0,JAB,0.0,False,IT,"IT Services, Other",,0.0,50,No,N/A,barronj1,2020-11-10 11:39:44,", Project Stage",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4992,10463,10463,Green,071B5500098 - Windsor Solutions Inc. - Pre-qual Program Software Modernization,CN,2020-07-22,BronzJ,2020-08-20,2020-10-29,2021-01-12,Add WDS TENORM SOW,38873.0,CN 06 completed 1/11/2021.,761,GR# 210000000585,Complete,0.0,JAB,0.0,False,IT,"IT Services, Other",2021-01-11,0.0,50,No,N/A,barronj1,2021-01-12 08:52:15,", Project Stage",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4993,10497,10497,Green,071B8200018 - Deloitte - MBT/MIITAS,CN,2020-08-05,baldwins,2020-10-14,2020-12-31,2020-11-12,Michigan Integrated Tax Processing and Administration System (MIITAS) - Option year. Contract expires 12/31/2020.,0.0,Agency will exercise option and generate GR request.  GR has been submitted. Will follow up week of 10/12 if not received will send to vendor week of 11/9 send to vendor week of 11/9,271,200000003062,Complete,0.0,TR4,12.0,False,IT,"IT Services, Other",2020-11-13,0.0,50,No,N/A,baldwins,2021-01-11 20:24:38,", Finish Date, Start Date, Start Date, Start Date",137.0,False,True,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
4994,10585,10585,Green,071B4300022 - KL&A – MiCaRS,CN,2020-08-25,BronzJ,2020-08-26,2020-11-05,2020-10-02,MiEHDWIS/MiCaRS integration for invoicing and payment info,24100.0,10/2/2020 - CN 38 completed on 9/30/2020.,761,GR# 200000002485,Complete,0.0,MW,0.0,False,IT,"IT Services, Other",2020-09-30,0.0,50,No,N/A,weissM,2020-10-02 10:05:42,", Project Stage",137.0,False,False,,IT Services,"IT Services, Other",3,5,1,5,1,1,3,0,JAB,22,2,IT,137
